内容,评论时间,用户名,id,产品名
包装的很严实，挺好喝的，还送了两个小杯子！,2021/3/3 22:08,因***漪,15377621179,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道不错，果味较浓郁,2021/3/3 15:26,1***m,15375886151,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
刚刚那条说了，木塞太少，有点漏了出来,2021/3/3 14:47,****m,15375724527,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
前后购买两次，可能是店家的木塞比较浅，第一次的有两瓶有点漏出来了，影响不大就没找店家，第二次一个完全烂了，店家现在还没赔给我，生活不易，不贵，不给差评，希望店家重视，木塞可以买长一点点的，注重承诺顾客的反馈,2021/3/3 14:43,****m,15375713895,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
过年送我妈的小礼物，果酒包装很好看，酒的度数很低，水果味很足，很适合女性喝,2021/3/3 11:42,T***5,15374980036,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好！很不错！很完美的一次购物体验！一直都很相信京东！确实很好！从咨询到下单到发货收货到品尝都很好！我最喜欢的是这个酒瓶的造型！很好！推荐！,2021/3/2 20:12,贪***宇,15371586465,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好的,2021/3/2 10:59,J***w,15369453178,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒很好喝，很喜欢。喝完再买一箱,2021/3/2 8:48,J***0,15368957028,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好喝，酒味儿也很浓！不错，以后还会在买的！,2021/3/1 19:24,****s,15367524774,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很喜欢，适合不会喝酒的人,2021/2/28 22:47,w***3,15364444647,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
送货速度快！回来还没有舍得喝！,2021/2/28 18:00,j***a,15363374448,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还可以，瓶子我很喜欢。很漂亮,2021/2/27 16:26,****d,15359343325,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
感觉一般吧,2021/2/26 9:54,****D,15354336449,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
买了好几次了，酒的味道不错，瓶子包装也很精美口感不错，对不喝白酒的人，非常友好,2021/2/26 9:40,恶***刃,15354286132,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
蛮好喝的，但是酒量不行，喝不了多少,2021/2/26 6:47,执***枫,15353886268,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道不错，好喝。还会买的，外观漂亮,2021/2/26 6:36,****x,15353874580,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒的包装很漂亮，感觉不是原汁，有点甜。,2021/2/25 22:13,s***i,15353399529,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
颜值高，已经喝了两瓶，但是刚才发现一个问题，我的六瓶只有4种口味，是发错了吗？青梅蓝莓各两瓶，为什么看人家是6种不同的？,2021/2/24 10:28,蔡***c,15346447193,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错，很精致，超喜欢，去过云南，好喝,2021/2/24 10:19,h***3,15346409930,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝，好看，老师喜欢,2021/2/23 0:18,****8,15341918128,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很漂亮的果酒，各种口味齐全非常好，也很好喝，酒味有一点，偏甜些，本人喜欢喝。易碎品，但包装很完整，也没有破损，还有保温箱，没冻。,2021/2/21 20:04,叶***2,15337842225,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒的香度还是可以，不足的是口味的浓度不够，除了第一口的味道不错，之后就比较平淡了,2021/2/21 16:31,D***o,15337173113,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
第一次买，挺好看的。,2021/2/21 14:13,_***_,15336745386,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
与想象中的期待一样，不错,2021/2/21 11:47,****k,15336299070,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错&hellip;&hellip;,2021/2/21 10:00,l***2,15335939212,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很好喝的！,2021/2/21 8:38,****w,15335716125,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒很好喝，各种口味的，店家还送了小酒杯?,2021/2/20 11:47,****c,15333240679,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
?＼&nbsp;?(???)?&nbsp;/／?加油啊喂,2021/2/20 9:08,十***逸,15332699918,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
完美，，好喝，果子的清香,2021/2/20 1:22,l***9,15332385260,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
太好看了啊～好喜欢这个罐罐，喝起来也好喝，还送了小酒杯，好看！超级满意的网购,2021/2/19 20:03,****0,15331722984,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
口感很好，家庭聚会必备，女士喝对身体有好处,2021/2/19 18:06,****4,15331413197,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
过年送给丈人的，没怎么喝过，喝了一口的水蜜桃味，很不错，清淡纯厚，没有杂味，口感很适合小资生活的女孩喝，很不错，推荐，以后还会购买的。,2021/2/19 13:21,****1,15330589978,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
非常好喝  口感很棒  而且没什么度数,2021/2/18 22:11,1***w,15329214002,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
东西不错，味道挺纯正。,2021/2/18 17:43,****9,15328538363,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
淡淡的桃花?香，假期在家细细品味，美不胜收！,2021/2/18 11:37,****x,15327520775,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
口感涩涩的,2021/2/18 3:25,辰***芭,15326799333,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错，朋友比较喜欢！,2021/2/18 0:02,****n,15326700789,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
可以,2021/2/17 18:18,****g,15325953263,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
口感不错，包装精美，还送了杯子,2021/2/17 17:34,p***d,15325852460,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好喝的，不过不知道是不是因为它，喝完第二天头疼,2021/2/17 17:32,****7,15325852092,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
"#果酒
酒精度很低，就是饮料，适合不喝酒的人来喝，味道还是不错的",2021/2/17 10:40,涌***人,15324849005,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
就是快递收件的时候还要额外收费有点无语,2021/2/17 10:21,s***柒,15324797277,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
感觉一般,2021/2/16 14:22,徐***淼,15323072801,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道一般吧，价格比超市便宜。,2021/2/15 19:30,****d,15321578784,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很不错，还没喝，看着挺好的。包装精美。,2021/2/15 15:44,善***珠,15321136918,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
米酒，甜甜的口感不错,2021/2/13 11:24,我***子,15317386812,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
一箱六瓶酒，就只挑了这一瓶拍，主要是懒得摆，不过酒瓶都一样，根据口味不同颜色也不同，酒的颜色也淡淡的有股水果的味道，非常好喝。,2021/2/12 11:52,t***i,15315976365,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
花果酒度数低，口感好，气味香，非常适合酒量小的我们,2021/2/12 10:38,J***1,15315874829,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好难喝，差别太大了,2021/2/11 19:50,小***斑,15315272837,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
京东的服务真的没话说，大多数产品有保证。,2021/2/11 1:21,****2,15314118783,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
买给妈妈喝的她说挺好的，不过妈妈喜欢喝酒，她说这个她喝不惯,2021/2/11 1:12,周***妮,15314109519,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
瓶子蛮漂亮的 正常味道 甜度偏重,2021/2/10 19:59,N***e,15313492750,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好喝的，送的杯子也很漂亮，不错不错。。。,2021/2/10 14:03,快***4,15312651487,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
有点小贵，挺好喝的，下次回^_^会考虑购买，还送杯子,2021/2/10 10:41,****e,15312130968,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
刚开了一瓶，非常好喝，还会回购的,2021/2/9 23:43,I***S,15311434019,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
感觉还不错吧?,2021/2/9 21:00,w***C,15310988193,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
甜甜的，喝着像饮料，挺喜欢的。就是封口处那个塑料纸不好抠,2021/2/9 20:39,****刘,15310929586,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
收到了，包装好漂亮，味道也很香，适合女孩子门喝,2021/2/9 14:40,杨***2,15309871471,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还好,2021/2/9 12:58,缘***9,15309570843,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝，还是有点上头&hellip;&hellip;,2021/2/9 12:27,天***8,15309482865,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
除了快递慢，其他都很棒,2021/2/9 11:40,余***待,15309336392,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好看更好喝！,2021/2/8 19:20,****c,15307496138,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
东西看包装还可以，还没喝，喝了再评。,2021/2/8 12:28,逍***枪,15306141168,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好评~卖家态度好，样子很好看~,2021/2/8 11:15,焱***其,15305881388,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
"与期望相差甚远&hellip;&hellip;&hellip;&hellip;&hellip;&hellip;早知道就行购一瓶好了

这一箱不知道要怎么办呢！",2021/2/7 19:01,K***8,15303676329,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
度数太高，喝着上头，喝了喝多牌子的梅酒，你家的喝完头痛，整的我都不敢喝了,2021/2/7 16:54,****O,15303230143,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
瓶子好看，酒还没喝，看着颜值就很高,2021/2/7 12:05,平***苹,15302181095,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
东西还不错，看着可以。,2021/2/6 21:27,****s,15300482317,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
我的妈，颜值好高，包装的也很用心，还送了酒具，六种口味，爱了爱了,2021/2/6 19:01,s***e,15299921708,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
差评，事先不说明会缺货，买了才发现少一种，狡辩,2021/2/6 10:16,****z,15298002736,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒味淡了些,2021/2/5 23:29,t***2,15297182888,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不知道喝不，等喝了在评论,2021/2/5 21:59,s***f,15296894346,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
习惯性好评，还没尝试,2021/2/5 14:25,金***具,15295163005,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
没有喝，习惯好评好评好评好评,2021/2/5 12:36,n***g,15294738781,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
包装精美，设计时尚，非常推荐,2021/2/5 10:14,****k,15294164043,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还不错，就是有点小贵，味道不怎样,2021/2/5 6:38,****趣,15293604102,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
里边东西摔坏了,2021/2/4 23:25,****6,15293165680,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
比较适合女孩子喝的酒品，味道还好,2021/2/4 12:13,流***安,15290511114,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很精致，质量非常好，很满意的一次购物。谢谢店家！?是正品，跟商店里买的是一样的，在这网购方便快捷，品质放心，还会光顾！.^?^.,2021/2/4 8:42,p***6,15289676707,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道差极了,2021/2/3 14:07,****m,15286827769,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
与宣传一致。过年才喝，不知道什么味道呢。这款米酒希望以后不要用浓缩汁调。浓缩汁都是添加剂勾兑出来的。,2021/2/2 13:33,****s,15282388835,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
看着就不错,2021/2/2 8:37,****5,15281152639,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒瓶造型可爱，彩色活泼生动，赞！摆放在酒柜很抢眼。,2021/2/1 20:49,B***I,15279866953,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
喜欢这种瓶子和果酒淡淡的香味，喝了好多瓶了，很喜欢,2021/2/1 18:53,****8,15279314719,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
6瓶5瓶好的一瓶裂开了,2021/2/1 18:07,H***6,15279116388,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
颜值很高，价格也比较实惠，不知道味道怎么样,2021/2/1 13:37,省***4,15277903635,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
还没开始喝，包装很漂亮,2021/2/1 12:57,****n,15277721249,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
假死了喝完头疼，一股工业酒精的气味，味道也第一样的工业酒精味,2021/1/31 18:35,****5,15274737156,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很滿意,2021/1/31 15:17,川***1,15273875565,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
这一款果酒物美价廉，口感非常棒。,2021/1/31 8:44,一***景,15272242540,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
包装不错，看着挺有档次，不过酒一般，可能就是米酒加颜料，不是饭店一斤48左右的那种桃花酿或桂花酒。,2021/1/30 18:34,x***i,15270475036,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
年货的酒陆续都到了，瓶子很好看，不知道味道如何,2021/1/30 13:06,l***0,15269056960,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
有两瓶漏液了，箱子都发臭了,2021/1/30 2:00,****g,15267685193,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
物流配送快，商品质量好,2021/1/29 18:30,1***1,15266252495,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
杠杠的，今年年夜饭就它陪我过了,2021/1/29 12:51,****灶,15264837664,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
挺好的，送的东西精致实用,2021/1/29 11:28,斌***w,15264503504,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错不错，还送了一套小酒具,2021/1/29 10:28,T***Y,15264238201,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
蜜柚和蓝莓漏了，请改进！酒很适合女士饮用，微醺吧！酒具很精美，喜欢，还会回购的,2021/1/27 21:50,****l,15258430623,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道还可以，喝了一瓶了,2021/1/27 21:21,无***周,15258300949,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
好喝又不贵，经济又实惠,2021/1/27 20:35,****d,15258086746,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
就是快递我不喜欢，有点太慢了，发货速度可以，快递慢,2021/1/27 16:36,嗯***8,15257019109,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道挺好喝的，没啥度数,2021/1/27 14:50,****d,15256548046,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道还行就是瓶子太粗糙了,2021/1/26 13:56,h***f,15251607899,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
味道跟Rio差不多，淡淡的果香，瓶子真的好看,2021/3/14 15:38,s***h,15419460374,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒的味道不错，主要我老婆他们多少得喝点意思意思,2021/3/5 22:28,刘***安,15385798389,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
花果酒度数低，口感好，气味香，非常适合酒量小的我们,2021/2/12 10:38,J***1,15315874829,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
拆开包装给了我很大的惊喜，酒瓶得颜色开起来非常的养眼，打开了一瓶出来尝了尝有一股浓浓的酒香味，入口清甜很适合女孩子喝,2020/9/16 14:09,徐***皓,14648790497,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不好喝，加热以后很酸，而且还有一股怪味儿，后悔买那么多了。,2021/1/5 8:17,依***9,15136380307,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
非常漂亮口感也很好??,2021/5/17 12:28,管***8,15682833483,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
酒的味道不错，酒瓶外观不错。,2021/5/8 23:47,星***舟,15649850297,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
口感很不错，家人朋友都喜欢,2021/5/15 11:17,吉***平,15674633476,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很棒，是喜欢的味道，再次回购,2021/5/5 12:14,木***涟,15635727585,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
这个果酒真是太好喝了，颜值也很高，还会再买的哈哈哈,2021/1/25 9:13,****q,15245446803,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
这份酒带我找到了对象，我必须赞一个?,2021/3/20 9:16,天***汉,15440656835,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
到貨挺及時，包裝大氣，味道純正，非常不錯,2021/3/10 13:18,****i,15403830503,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
很精美，很别致。比想象中的量要大,2020/4/7 17:01,****3,14006857453,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
不错，味道好极了，，,2021/6/2 17:25,****1,15750487768,送酒具浙一家花果酒礼盒500ml*6瓶 桂花酒桃花醉桃花酒桃花酿青梅酒柚子酒荔枝酒蓝莓酒女士低度
